review_count,stars,Take-out,GoodFor_lunch,GoodFor_dinner,GoodFor_breakfast,Noise_Level,Takes_Reservations,Delivery,Parking_lot,WheelchairAccessible,Alcohol,WaiterService,Wi-Fi
39,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,FALSE,full_bar,TRUE,free
196,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
144,1,FALSE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,FALSE,full_bar,TRUE,no
103,1,TRUE,FALSE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
10,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,N/A,none,FALSE,N/A
288,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
1007,1,TRUE,FALSE,TRUE,FALSE,very_loud,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
385,1,TRUE,FALSE,TRUE,TRUE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
755,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
358,0,FALSE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,free
105,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,TRUE,TRUE,TRUE,none,TRUE,no
3014,1,FALSE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
1373,1,FALSE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
1011,1,TRUE,FALSE,TRUE,FALSE,loud,FALSE,FALSE,FALSE,FALSE,full_bar,TRUE,free
25,1,TRUE,TRUE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,N/A
14,1,FALSE,TRUE,TRUE,TRUE,N/A,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
406,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
3,0,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A
338,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
762,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
29,1,TRUE,TRUE,FALSE,FALSE,loud,FALSE,FALSE,FALSE,N/A,beer_and_wine,FALSE,free
9,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
265,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
135,1,TRUE,FALSE,FALSE,TRUE,quiet,FALSE,FALSE,FALSE,TRUE,none,N/A,free
388,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
69,1,TRUE,TRUE,FALSE,TRUE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
719,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
22,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,free
23,1,N/A,TRUE,FALSE,FALSE,N/A,N/A,N/A,TRUE,N/A,N/A,N/A,N/A
620,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
7,1,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,N/A,TRUE,N/A
382,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
230,0,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
1937,1,TRUE,FALSE,TRUE,TRUE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
171,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
345,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,free
134,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
8,1,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,FALSE,N/A
85,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,N/A
5,1,N/A,FALSE,TRUE,FALSE,N/A,N/A,N/A,FALSE,TRUE,full_bar,TRUE,N/A
42,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,FALSE,free
10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,full_bar,N/A,N/A
129,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
110,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
122,1,TRUE,FALSE,FALSE,TRUE,average,TRUE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,free
222,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
207,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
94,1,FALSE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
403,1,FALSE,FALSE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,paid
209,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
271,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
160,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
121,1,TRUE,TRUE,TRUE,FALSE,loud,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
179,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,free
12,1,TRUE,FALSE,TRUE,FALSE,N/A,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
149,1,TRUE,N/A,N/A,N/A,N/A,FALSE,FALSE,TRUE,TRUE,N/A,FALSE,free
5,1,N/A,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,N/A,TRUE,N/A
142,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
147,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
116,1,TRUE,TRUE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
1339,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,free
1104,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
211,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,TRUE,TRUE,none,FALSE,free
72,1,TRUE,FALSE,TRUE,FALSE,average,N/A,TRUE,FALSE,TRUE,full_bar,TRUE,free
149,1,TRUE,TRUE,TRUE,FALSE,loud,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
155,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
12,1,FALSE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
236,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
62,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
982,1,TRUE,TRUE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
132,0,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
142,1,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
263,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
269,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
218,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,N/A,N/A,N/A
85,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,FALSE,free
1013,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
198,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
69,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
3281,1,FALSE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
182,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,free
34,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,free
499,1,FALSE,FALSE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
80,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
18,1,FALSE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
12,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,TRUE,FALSE,N/A,N/A,TRUE,N/A
397,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,N/A
169,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
200,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
220,1,FALSE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
63,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,FALSE,free
3,1,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,FALSE,FALSE,full_bar,TRUE,N/A
13,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,full_bar,N/A,N/A
204,1,FALSE,TRUE,FALSE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
190,1,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
578,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
129,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
85,0,TRUE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
492,1,TRUE,FALSE,FALSE,TRUE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
20,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,free
23,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,FALSE,full_bar,N/A,N/A
514,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
48,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,free
84,1,TRUE,TRUE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
142,1,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
138,0,TRUE,FALSE,FALSE,TRUE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
122,0,FALSE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
56,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
854,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,FALSE,full_bar,TRUE,no
31,0,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A
1386,1,FALSE,TRUE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
84,1,FALSE,N/A,N/A,N/A,loud,FALSE,FALSE,FALSE,FALSE,full_bar,N/A,N/A
137,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,TRUE,TRUE,none,TRUE,free
870,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
298,1,N/A,FALSE,FALSE,FALSE,average,N/A,N/A,FALSE,TRUE,full_bar,N/A,no
342,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
39,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,TRUE,TRUE,none,TRUE,free
729,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,none,TRUE,no
3,0,N/A,N/A,N/A,N/A,N/A,TRUE,FALSE,FALSE,N/A,N/A,TRUE,N/A
93,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,free
274,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
14,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,full_bar,N/A,N/A
253,1,TRUE,FALSE,TRUE,FALSE,loud,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
32,1,FALSE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
328,1,TRUE,TRUE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,free
10,1,N/A,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
130,1,TRUE,FALSE,TRUE,FALSE,loud,FALSE,FALSE,TRUE,TRUE,full_bar,FALSE,no
80,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
361,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
254,1,TRUE,FALSE,TRUE,TRUE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
63,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,FALSE,paid
444,1,FALSE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
255,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
58,1,TRUE,TRUE,TRUE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
98,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
45,1,TRUE,TRUE,TRUE,FALSE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
1631,1,FALSE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
40,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,TRUE,N/A,full_bar,TRUE,no
79,0,FALSE,FALSE,FALSE,FALSE,very_loud,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,free
334,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
135,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,free
4,1,TRUE,TRUE,TRUE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
18,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,N/A,N/A
39,0,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,FALSE,FALSE,none,FALSE,N/A
3,1,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,FALSE,N/A,full_bar,TRUE,N/A
716,1,TRUE,TRUE,TRUE,FALSE,loud,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,free
61,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
102,1,TRUE,FALSE,TRUE,FALSE,quiet,FALSE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
106,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
725,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,free
30,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,TRUE,N/A,none,TRUE,no
596,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
397,0,FALSE,TRUE,FALSE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
15,0,TRUE,FALSE,FALSE,FALSE,very_loud,FALSE,FALSE,FALSE,N/A,none,FALSE,free
44,0,FALSE,FALSE,TRUE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,N/A
156,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
175,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,TRUE,TRUE,TRUE,beer_and_wine,TRUE,no
672,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
44,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,FALSE,free
307,1,TRUE,FALSE,FALSE,TRUE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
456,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
98,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
144,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
25,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,TRUE,TRUE,full_bar,N/A,N/A
123,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
86,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,FALSE,FALSE,none,TRUE,no
52,1,TRUE,TRUE,FALSE,FALSE,loud,FALSE,FALSE,FALSE,TRUE,beer_and_wine,FALSE,no
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,full_bar,N/A,N/A
64,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,N/A,N/A,free
876,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
783,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
193,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
36,1,TRUE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
12,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
172,1,TRUE,TRUE,FALSE,FALSE,average,TRUE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
163,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,free
61,0,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,no
18,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,TRUE,no
605,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
14,1,FALSE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
148,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,free
48,1,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
6,1,TRUE,N/A,N/A,N/A,N/A,FALSE,N/A,FALSE,TRUE,none,FALSE,free
24,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,N/A
144,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
23,1,TRUE,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
151,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
54,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,N/A
383,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,free
56,0,TRUE,TRUE,TRUE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
739,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
38,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
264,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
63,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,FALSE,no
669,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
75,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
583,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
34,1,TRUE,TRUE,FALSE,FALSE,loud,FALSE,FALSE,TRUE,TRUE,beer_and_wine,FALSE,free
3,0,N/A,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
355,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
36,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,none,TRUE,no
172,1,N/A,N/A,N/A,N/A,average,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
575,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
8,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,N/A,FALSE,TRUE,full_bar,TRUE,N/A
10,0,FALSE,N/A,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,N/A
216,1,TRUE,FALSE,FALSE,TRUE,loud,FALSE,FALSE,FALSE,TRUE,full_bar,TRUE,no
72,1,TRUE,FALSE,FALSE,TRUE,loud,FALSE,FALSE,TRUE,TRUE,none,TRUE,N/A
276,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,none,TRUE,no
10,1,TRUE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,TRUE,none,TRUE,N/A
52,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,none,FALSE,no
22,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
16,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
112,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
209,1,FALSE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
5,0,N/A,FALSE,FALSE,FALSE,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A
1624,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,free
26,1,TRUE,TRUE,TRUE,FALSE,quiet,FALSE,TRUE,TRUE,TRUE,beer_and_wine,FALSE,N/A
203,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,free
20,1,TRUE,TRUE,TRUE,FALSE,quiet,FALSE,FALSE,TRUE,TRUE,none,FALSE,N/A
37,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,TRUE,TRUE,beer_and_wine,FALSE,no
25,1,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,free
74,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,full_bar,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,0,TRUE,TRUE,FALSE,TRUE,average,FALSE,FALSE,TRUE,N/A,none,FALSE,no
7,0,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,TRUE,TRUE,TRUE,full_bar,TRUE,N/A
321,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
123,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
128,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,TRUE,full_bar,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
380,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,TRUE,TRUE,beer_and_wine,FALSE,free
6,1,FALSE,N/A,N/A,N/A,N/A,FALSE,FALSE,FALSE,TRUE,full_bar,FALSE,N/A
9,0,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,no
